Linea;Origen;Destino;Solucion 1
Llobregat - Anoia;COLÒNIA GÜELL;MANRESA - ALTA;"Entrada per CAMÍ TORRE SALVANA: Accedeixi a l'estació per CAMÍ TORRE SALVANA, vagi fins VESTÍBUL PRINCIPAL, passant per la validadora. Accedeixi a l'andana de la via 1, mitjançant rampa, situïs a l'embarcament PMR.
 Entrada per COLÒNIA GÜELL: Accedeixi a l'estació per COLÒNIA GÜELL, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2. Vagi de l'andana de la via 2 fins l'andana de la via 1, mitjançant rampa i travessant la passera o passadís.
 ITINERARI: Accedeixi a qualsevol comboi de la línia S4(12 parades). Baixi a OLESA DE MONTSERRAT. Accedeixi a qualsevol comboi de la línia R5(6 parades). Baixi a MANRESA - ALTA. 
 Per sortir per CARRER DE SANT ANTONI MARIA CLARET: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor i travessant la passera o passadís. Surti de l'estació per CARRER DE SANT ANTONI MARIA CLARET, mitjançant rampa.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;COLÒNIA GÜELL;CAN PARELLADA;"Entrada per CAMÍ TORRE SALVANA: Accedeixi a l'estació per CAMÍ TORRE SALVANA, vagi fins VESTÍBUL PRINCIPAL, passant per la validadora. Accedeixi a l'andana de la via 1, mitjançant rampa, situïs a l'embarcament PMR.
 Entrada per COLÒNIA GÜELL: Accedeixi a l'estació per COLÒNIA GÜELL, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2. Vagi de l'andana de la via 2 fins l'andana de la via 1, mitjançant rampa i travessant la passera o passadís.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S4 o S8(10 parades). Baixi a MARTORELL - ENLLAÇ. Accedeixi a qualsevol comboi de la línia R6(3 parades). Baixi a CAN PARELLADA(Només s'utilitza una andana per als dos sentits de circulació). 
 Per sortir per AVDA. DEL BAIXADOR: Surti de l'estació per AVDA. DEL BAIXADOR, mitjançant rampa i travessant la passera o passadís.
 Per sortir per CARRER JOSEP MARIA VALLS: Surti de l'estació per CARRER JOSEP MARIA VALLS, mitjançant rampa.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;COLÒNIA GÜELL;MASQUEFA;"Entrada per CAMÍ TORRE SALVANA: Accedeixi a l'estació per CAMÍ TORRE SALVANA, vagi fins VESTÍBUL PRINCIPAL, passant per la validadora. Accedeixi a l'andana de la via 1, mitjançant rampa, situïs a l'embarcament PMR.
 Entrada per COLÒNIA GÜELL: Accedeixi a l'estació per COLÒNIA GÜELL, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2. Vagi de l'andana de la via 2 fins l'andana de la via 1, mitjançant rampa i travessant la passera o passadís.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S4 o S8(10 parades). Baixi a MARTORELL - ENLLAÇ. Accedeixi a qualsevol comboi de la línia R6(4 parades). Baixi a MASQUEFA(PAS A NIVELL ADAPTAT ENTRE ANDANES). 
 Per sortir per CARRER MONTSERRAT: Surti de l'estació per CARRER MONTSERRAT, mitjançant rampa i travessant la passera o passadís.
 Per sortir per PAS A NIVELL CARRER MONTSERRAT: Vagi de l'andana de la via 1 fins l'andana de la via 2(PAS A NIVELL ADAPTAT ENTRE ANDANES), mitjançant rampa i travessant la passera o passadís. Surti de l'estació per PAS A NIVELL CARRER MONTSERRAT, mitjançant rampa.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;COLÒNIA GÜELL;IGUALADA;"Entrada per CAMÍ TORRE SALVANA: Accedeixi a l'estació per CAMÍ TORRE SALVANA, vagi fins VESTÍBUL PRINCIPAL, passant per la validadora. Accedeixi a l'andana de la via 1, mitjançant rampa, situïs a l'embarcament PMR.
 Entrada per COLÒNIA GÜELL: Accedeixi a l'estació per COLÒNIA GÜELL, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2. Vagi de l'andana de la via 2 fins l'andana de la via 1, mitjançant rampa i travessant la passera o passadís.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S4 o S8(10 parades). Baixi a MARTORELL - ENLLAÇ. Accedeixi a qualsevol comboi de la línia R6(10 parades). Baixi a IGUALADA. 
 Per sortir per AVDA. PAU CASALS: Dirigeixis cap a VESTÍBUL seguint indicador sortida. Surti de l'estació per AVDA. PAU CASALS, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;STA. COLOMA DE CERVELLÓ;PL. ESPANYA;"Entrada per CARRER ANTONI SÀBAT AMAT: Accedeixi a l'estació per CARRER ANTONI SÀBAT AMAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R6,S33,S4 o S8(1 parada). Baixi a ST. VICENÇ DELS HORTS. Dirigeixis cap a VESTÍBUL ANDANA VIA 1 seguint indicador sortida. Vagi de VESTÍBUL ANDANA VIA 1 fins a VESTÍBUL ANDANA VIA 2, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR. Accedeixi a qualsevol comboi de les línies R5(11 parades) o R6(12 parades) o S33,S4 o S8(13 parades). Baixi a PL. ESPANYA. 
 Per sortir per GRAN VIA: Dirigeixis cap a VESTÍBUL INFERIOR seguint indicador sortida. Vagi de VESTÍBUL INFERIOR fins a VESTÍBUL SUPERIOR, fent servir l'ascensor, passant per la validadora. Surti de l'estació per GRAN VIA, fent servir l'ascensor.
 Per sortir per METRO L1: Dirigeixis cap a VESTÍBUL INFERIOR seguint indicador sortida. Surti de l'estació per METRO L1, travessant la passera o passadís, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;STA. COLOMA DE CERVELLÓ;MAGORIA - LA CAMPANA;"Entrada per CARRER ANTONI SÀBAT AMAT: Accedeixi a l'estació per CARRER ANTONI SÀBAT AMAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R6,S33,S4 o S8(1 parada). Baixi a ST. VICENÇ DELS HORTS. Dirigeixis cap a VESTÍBUL ANDANA VIA 1 seguint indicador sortida. Vagi de VESTÍBUL ANDANA VIA 1 fins a VESTÍBUL ANDANA VIA 2, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR. Accedeixi a qualsevol comboi de les línies R5(10 parades) o R6(11 parades) o S33,S4 o S8(12 parades). Baixi a MAGORIA - LA CAMPANA. 
 Per sortir per GRAN VIA - MN. AMADEO OLLER: Dirigeixis cap a VESTÍBUL  seguint indicador sortida. Surti de l'estació per GRAN VIA - MN. AMADEO OLLER , fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;STA. COLOMA DE CERVELLÓ;ILDEFONS CERDÀ;"Entrada per CARRER ANTONI SÀBAT AMAT: Accedeixi a l'estació per CARRER ANTONI SÀBAT AMAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R6,S33,S4 o S8(1 parada). Baixi a ST. VICENÇ DELS HORTS. Dirigeixis cap a VESTÍBUL ANDANA VIA 1 seguint indicador sortida. Vagi de VESTÍBUL ANDANA VIA 1 fins a VESTÍBUL ANDANA VIA 2, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR. Accedeixi a qualsevol comboi de les línies R5(9 parades) o R6(10 parades) o S33,S4 o S8(11 parades). Baixi a ILDEFONS CERDÀ. 
 Per sortir per GRAN VIA - ALHAMBRA: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per GRAN VIA - ALHAMBRA, fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;STA. COLOMA DE CERVELLÓ;EUROPA - FIRA;"Entrada per CARRER ANTONI SÀBAT AMAT: Accedeixi a l'estació per CARRER ANTONI SÀBAT AMAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R6,S33,S4 o S8(1 parada). Baixi a ST. VICENÇ DELS HORTS. Dirigeixis cap a VESTÍBUL ANDANA VIA 1 seguint indicador sortida. Vagi de VESTÍBUL ANDANA VIA 1 fins a VESTÍBUL ANDANA VIA 2, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR. Accedeixi a qualsevol comboi de les línies R5(8 parades) o R6(9 parades) o S33,S4 o S8(10 parades). Baixi a EUROPA - FIRA. 
 Per sortir per GRAN VIA: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per GRAN VIA, fent servir l'ascensor, passant per la validadora.
 Per sortir per PLAÇA EUROPA: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per PLAÇA EUROPA, fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;STA. COLOMA DE CERVELLÓ;GORNAL;"Entrada per CARRER ANTONI SÀBAT AMAT: Accedeixi a l'estació per CARRER ANTONI SÀBAT AMAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R6,S33,S4 o S8(1 parada). Baixi a ST. VICENÇ DELS HORTS. Dirigeixis cap a VESTÍBUL ANDANA VIA 1 seguint indicador sortida. Vagi de VESTÍBUL ANDANA VIA 1 fins a VESTÍBUL ANDANA VIA 2, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR. Accedeixi a qualsevol comboi de les línies R5(7 parades) o R6(8 parades) o S33,S4 o S8(9 parades). Baixi a GORNAL. 
 Per sortir per CARRER CARMEN AMAYA: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CARRER CARMEN AMAYA, fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;STA. COLOMA DE CERVELLÓ;ST. JOSEP;"Entrada per CARRER ANTONI SÀBAT AMAT: Accedeixi a l'estació per CARRER ANTONI SÀBAT AMAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R6,S33,S4 o S8(1 parada). Baixi a ST. VICENÇ DELS HORTS. Dirigeixis cap a VESTÍBUL ANDANA VIA 1 seguint indicador sortida. Vagi de VESTÍBUL ANDANA VIA 1 fins a VESTÍBUL ANDANA VIA 2, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR. Accedeixi a qualsevol comboi de les línies R5(6 parades) o R6(7 parades) o S33,S4 o S8(8 parades). Baixi a ST. JOSEP. 
 Per sortir per CARRER S. COMPOSTEL·LA - AV. CARRILET: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CARRER S. COMPOSTEL·LA - AV. CARRILET, fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;STA. COLOMA DE CERVELLÓ;L'HOSPITALET - AV. CARRILET;"Entrada per CARRER ANTONI SÀBAT AMAT: Accedeixi a l'estació per CARRER ANTONI SÀBAT AMAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R6,S33,S4 o S8(1 parada). Baixi a ST. VICENÇ DELS HORTS. Dirigeixis cap a VESTÍBUL ANDANA VIA 1 seguint indicador sortida. Vagi de VESTÍBUL ANDANA VIA 1 fins a VESTÍBUL ANDANA VIA 2, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR. Accedeixi a qualsevol comboi de les línies R5(5 parades) o R6(6 parades) o S33,S4 o S8(7 parades). Baixi a L'HOSPITALET - AV. CARRILET. 
 Per sortir per AVDA. CARRILET - PL. MARE DE DÉU DE MONTSERRAT: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per AVDA. CARRILET - PL. MARE DE DÉU DE MONTSERRAT, fent servir l'ascensor, passant per la validadora.
 Per sortir per METRO L 1: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per METRO L 1, travessant la passera o passadís, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;STA. COLOMA DE CERVELLÓ;CORNELLÀ - RIERA;"Entrada per CARRER ANTONI SÀBAT AMAT: Accedeixi a l'estació per CARRER ANTONI SÀBAT AMAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R6,S33,S4 o S8(1 parada). Baixi a ST. VICENÇ DELS HORTS. Dirigeixis cap a VESTÍBUL ANDANA VIA 1 seguint indicador sortida. Vagi de VESTÍBUL ANDANA VIA 1 fins a VESTÍBUL ANDANA VIA 2, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR. Accedeixi a qualsevol comboi de les línies R5(3 parades) o R6(4 parades) o S33,S4 o S8(5 parades). Baixi a CORNELLÀ - RIERA. 
 Per sortir per EDICLE SUD (VORERA LATERAL): Surti de l'estació per EDICLE SUD (VORERA LATERAL), fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;STA. COLOMA DE CERVELLÓ;PALLEJÀ;"Entrada per CARRER ANTONI SÀBAT AMAT: Accedeixi a l'estació per CARRER ANTONI SÀBAT AMAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R6,S4 o S8(4 parades). Baixi a PALLEJÀ. 
 Per sortir per CARRER PI I MARGALL: Dirigeixis cap a VESTÍBUL ANDANA VIA 1 seguint indicador sortida. Surti de l'estació per CARRER PI I MARGALL, passant per la validadora.
 Per sortir per CARRER DE L'ESGLÈSIA: Vagi de l'andana de la via 1 fins l'andana de la via 2, fent servir l'ascensor i travessant la passera o passadís. Dirigeixis cap a VESTÍBUL ANDANA VIA 2 seguint indicador sortida. Surti de l'estació per CARRER DE L'ESGLÈSIA, fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;STA. COLOMA DE CERVELLÓ;EL PALAU;"Entrada per CARRER ANTONI SÀBAT AMAT: Accedeixi a l'estació per CARRER ANTONI SÀBAT AMAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R6,S4 o S8(6 parades). Baixi a EL PALAU. 
 Per sortir per CARRER PARC VALL PALAU: Dirigeixis cap a VESTÍBUL ANDANA VIA 1 seguint indicador sortida. Surti de l'estació per CARRER PARC VALL PALAU, fent servir l'ascensor o mitjançant rampa, passant per la validadora.
 Per sortir per CARRER ANOIA: Dirigeixis cap a VESTÍBUL ANDANA VIA 1 seguint indicador sortida. Vagi de VESTÍBUL ANDANA VIA 1 fins a VESTÍBUL ANDANA VIA 2, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís, passant per la validadora. Surti de l'estació per CARRER ANOIA, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;STA. COLOMA DE CERVELLÓ;MONISTROL DE MONTSERRAT;"Entrada per CARRER ANTONI SÀBAT AMAT: Accedeixi a l'estació per CARRER ANTONI SÀBAT AMAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de la línia S4(11 parades). Baixi a OLESA DE MONTSERRAT. Accedeixi a qualsevol comboi de la línia R5(2 parades). Baixi a MONISTROL DE MONTSERRAT(Entre les 09.20 i les 13.40 les circulacions sentit Manresa s’estacionen a via 2 i les circulacions sentit Barcelona ho fan a la via 1 per facilitar el transbordament dels viatgers al Cremallera de Montserrat). 
 Per sortir per CARRER SALVADOR ESPRIU: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor i travessant la passera o passadís. Surti de l'estació per CARRER SALVADOR ESPRIU, mitjançant rampa.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;STA. COLOMA DE CERVELLÓ;MANRESA - ALTA;"Entrada per CARRER ANTONI SÀBAT AMAT: Accedeixi a l'estació per CARRER ANTONI SÀBAT AMAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de la línia S4(11 parades). Baixi a OLESA DE MONTSERRAT. Accedeixi a qualsevol comboi de la línia R5(6 parades). Baixi a MANRESA - ALTA. 
 Per sortir per CARRER DE SANT ANTONI MARIA CLARET: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor i travessant la passera o passadís. Surti de l'estació per CARRER DE SANT ANTONI MARIA CLARET, mitjançant rampa.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;STA. COLOMA DE CERVELLÓ;MANRESA - BAIXADOR;"Entrada per CARRER ANTONI SÀBAT AMAT: Accedeixi a l'estació per CARRER ANTONI SÀBAT AMAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de la línia S4(11 parades). Baixi a OLESA DE MONTSERRAT. Accedeixi a qualsevol comboi de la línia R5(7 parades). Baixi a MANRESA - BAIXADOR(Només s'utilitza una andana per als dos sentits de circulació. És final de línia.). 
 Per sortir per CARRER PRIMER DE MAIG: Dirigeixis cap a VESTÍBUL NIVELL ANDANES seguint indicador sortida. Surti de l'estació per CARRER PRIMER DE MAIG, fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;STA. COLOMA DE CERVELLÓ;SANT ESTEVE SESROVIRES;"Entrada per CARRER ANTONI SÀBAT AMAT: Accedeixi a l'estació per CARRER ANTONI SÀBAT AMAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de la línia R6(9 parades). Baixi a SANT ESTEVE SESROVIRES. 
 Per sortir per PASSEIG DE L'ESTACIÓ: Dirigeixis cap a VESTÍBUL VIA 1 seguint indicador sortida. Surti de l'estació per PASSEIG DE L'ESTACIÓ, fent servir l'ascensor i travessant la passera o passadís.
 Per sortir per CARRER VALLSERRAT - CARRER CONSTITUCIÓ: Dirigeixis cap a VESTÍBUL VIA 1 seguint indicador sortida. Surti de l'estació per CARRER VALLSERRAT - CARRER CONSTITUCIÓ, fent servir l'ascensor o mitjançant rampa.
 Per sortir per CARRER VALLSERRAT - CARRER CONSTITUCIÓ (ESTACIONAMENT): Dirigeixis cap a VESTÍBUL VIA 1 seguint indicador sortida. Surti de l'estació per CARRER VALLSERRAT - CARRER CONSTITUCIÓ (ESTACIONAMENT), fent servir l'ascensor o mitjançant rampa.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;STA. COLOMA DE CERVELLÓ;VILANOVA DEL CAMÍ;"Entrada per CARRER ANTONI SÀBAT AMAT: Accedeixi a l'estació per CARRER ANTONI SÀBAT AMAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de la línia R6(17 parades). Baixi a VILANOVA DEL CAMÍ. 
 Per sortir per CARRETERA DE LA POBLA: Surti de l'estació per CARRETERA DE LA POBLA, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís.
 Per sortir per AVDA. DE LA INDÚSTRIA: Surti de l'estació per AVDA. DE LA INDÚSTRIA, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís.
 Aquest recorregut es pot realitzar amb qualsevol comboi (3 cotxes i 6 cotxes)."
Llobregat - Anoia;ST. VICENÇ DELS HORTS;MAGORIA - LA CAMPANA;"Entrada per CARRER ANSELM CLAVÉ: Accedeixi a l'estació per CARRER ANSELM CLAVÉ, vagi fins VESTÍBUL ANDANA VIA 1, passant per la validadora. Vagi de VESTÍBUL ANDANA VIA 1 fins a VESTÍBUL ANDANA VIA 2, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR.
 Entrada per CARRER FERRÉS I COSTA: Accedeixi a l'estació per CARRER FERRÉS I COSTA, mitjançant rampa, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R5(10 parades) o R6(11 parades) o S33,S4 o S8(12 parades). Baixi a MAGORIA - LA CAMPANA. 
 Per sortir per GRAN VIA - MN. AMADEO OLLER: Dirigeixis cap a VESTÍBUL  seguint indicador sortida. Surti de l'estació per GRAN VIA - MN. AMADEO OLLER , fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;ST. VICENÇ DELS HORTS;ILDEFONS CERDÀ;"Entrada per CARRER ANSELM CLAVÉ: Accedeixi a l'estació per CARRER ANSELM CLAVÉ, vagi fins VESTÍBUL ANDANA VIA 1, passant per la validadora. Vagi de VESTÍBUL ANDANA VIA 1 fins a VESTÍBUL ANDANA VIA 2, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR.
 Entrada per CARRER FERRÉS I COSTA: Accedeixi a l'estació per CARRER FERRÉS I COSTA, mitjançant rampa, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R5(9 parades) o R6(10 parades) o S33,S4 o S8(11 parades). Baixi a ILDEFONS CERDÀ. 
 Per sortir per GRAN VIA - ALHAMBRA: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per GRAN VIA - ALHAMBRA, fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;ST. VICENÇ DELS HORTS;EUROPA - FIRA;"Entrada per CARRER ANSELM CLAVÉ: Accedeixi a l'estació per CARRER ANSELM CLAVÉ, vagi fins VESTÍBUL ANDANA VIA 1, passant per la validadora. Vagi de VESTÍBUL ANDANA VIA 1 fins a VESTÍBUL ANDANA VIA 2, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR.
 Entrada per CARRER FERRÉS I COSTA: Accedeixi a l'estació per CARRER FERRÉS I COSTA, mitjançant rampa, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R5(8 parades) o R6(9 parades) o S33,S4 o S8(10 parades). Baixi a EUROPA - FIRA. 
 Per sortir per GRAN VIA: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per GRAN VIA, fent servir l'ascensor, passant per la validadora.
 Per sortir per PLAÇA EUROPA: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per PLAÇA EUROPA, fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;ST. VICENÇ DELS HORTS;ALMEDA;"Entrada per CARRER ANSELM CLAVÉ: Accedeixi a l'estació per CARRER ANSELM CLAVÉ, vagi fins VESTÍBUL ANDANA VIA 1, passant per la validadora. Vagi de VESTÍBUL ANDANA VIA 1 fins a VESTÍBUL ANDANA VIA 2, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR.
 Entrada per CARRER FERRÉS I COSTA: Accedeixi a l'estació per CARRER FERRÉS I COSTA, mitjançant rampa, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R5(4 parades) o R6(5 parades) o S33,S4 o S8(6 parades). Baixi a ALMEDA. 
 Per sortir per CARRER SANT FERRAN: Dirigeixis cap a VESTÍBUL (NOU) seguint indicador sortida, fent servir l'ascensor i travessant la passera o passadís. Surti de l'estació per CARRER SANT FERRAN, passant per la validadora.
 Aquest recorregut es pot realitzar amb qualsevol comboi (3 cotxes i 6 cotxes)."
